0:0:4.242312950 0:0:4.501788712
0:0:1.636267881 0:0:1.892768858
0:0:1.596838238 0:0:1.849516469
0:0:1.282263105 0:0:1.537778281
0:0:1.314879137 0:0:1.566564519
0:0:1.691907656 0:0:1.943200284
0:0:1.564855827 0:0:1.813543088
0:0:1.286550388 0:0:1.538724248
0:0:1.349079369 0:0:1.606218851
0:0:1.380706356 0:0:1.632248102
