0:0:1.365489075 0:0:1.717376600
0:0:1.410677399 0:0:1.760470856
0:0:1.365113476 0:0:1.717586620
0:0:1.419376968 0:0:1.769251475
0:0:2.729751196 0:0:3.082262916
0:0:1.945076348 0:0:2.298707342
0:0:2.386914058 0:0:2.735175898
0:0:1.851477540 0:0:2.204707432
0:0:2.417664918 0:0:2.772018273
0:0:1.820760477 0:0:2.173231162
