0:0:1.285263642 0:0:1.625554987
0:0:1.175227224 0:0:1.515447028
0:0:1.235830730 0:0:1.577839204
0:0:1.499228042 0:0:1.840496948
0:0:1.398273857 0:0:1.745042767
0:0:1.189552812 0:0:1.531238696
0:0:1.264662572 0:0:1.606933057
0:0:1.240889583 0:0:1.582247535
0:0:1.298312332 0:0:1.640414234
0:0:1.211701937 0:0:1.554307858
