0:0:1.233873751 0:0:1.286312608
0:0:1.498035971 0:0:1.551728784
0:0:1.154212406 0:0:1.203128353
0:0:1.089101654 0:0:1.138938491
0:0:1.281941605 0:0:1.333807215
0:0:1.209719705 0:0:1.258889490
0:0:1.316126481 0:0:1.366944634
0:0:1.341392190 0:0:1.392114511
0:0:1.087413408 0:0:1.136638435
0:0:1.078668122 0:0:1.129688883


0:0:2.509363918 0:0:2.558215702
0:0:1.625621797 0:0:1.677917448
0:0:3.703490580 0:0:3.759867718
0:0:1.950433416 0:0:2.006481960
