0:0:3.227944520 0:0:3.645694500
0:0:3.324324165 0:0:3.741637064
0:0:3.200420291 0:0:3.620827372
0:0:3.248829662 0:0:3.672333600
0:0:3.251242272 0:0:3.670592126
0:0:3.216873861 0:0:3.637195860
0:0:3.163729810 0:0:3.587834752
0:0:3.072207279 0:0:3.496481390
0:0:3.377006198 0:0:3.794452092
0:0:3.163700953 0:0:3.581051029
