0:0:3.348460840 0:0:3.598507614
0:0:1.434875471 0:0:1.683927432
0:0:1.454287775 0:0:1.705299720
0:0:1.159746726 0:0:1.400561926
0:0:1.225318913 0:0:1.467791070
0:0:1.385170527 0:0:1.635902769
0:0:1.438790039 0:0:1.691107418
0:0:1.222879059 0:0:1.470763895
0:0:1.261358295 0:0:1.510502018
0:0:1.207672803 0:0:1.454907119
