0:0:3.023329369 0:0:3.434825761
0:0:3.099823995 0:0:3.517875307
0:0:2.977619539 0:0:3.387762842
0:0:3.041233882 0:0:3.461047419
0:0:3.131225219 0:0:3.546272004
0:0:3.219881755 0:0:3.635665222
0:0:3.073237422 0:0:3.482576796
0:0:3.001484632 0:0:3.414941734
0:0:3.617595142 0:0:4.028747885
0:0:3.900911983 0:0:4.309828564
