0:0:1.655235690 0:0:2.015393502
0:0:2.972793210 0:0:3.336010062
0:0:2.191442748 0:0:2.551748091
0:0:2.076341740 0:0:2.436885139
0:0:2.176551486 0:0:2.533947692
0:0:2.057182330 0:0:2.416960772
0:0:1.998685208 0:0:2.355733728
0:0:2.147036438 0:0:2.505188583
0:0:2.149339203 0:0:2.510400925
0:0:2.104213950 0:0:2.470672011
