0:0:2.205581852 0:0:2.564159922
0:0:2.217764844 0:0:2.575421190
0:0:2.130811491 0:0:2.491027037
0:0:2.005460636 0:0:2.360180208
0:0:2.145373313 0:0:2.501659150
0:0:2.330539758 0:0:2.687495731
0:0:1.912289021 0:0:2.269815284
0:0:2.119437856 0:0:2.475567648
0:0:2.255029241 0:0:2.610330055
0:0:2.242537427 0:0:2.599791014
