0:0:2.601977012 0:0:2.982358588
0:0:2.059081534 0:0:2.438296860
0:0:2.190148271 0:0:2.574498098
0:0:2.274372834 0:0:2.651715120
0:0:2.153243480 0:0:2.533261639
0:0:2.142215014 0:0:2.524699134
0:0:2.485365840 0:0:2.862328419
0:0:2.303212310 0:0:2.683290987
0:0:2.312104383 0:0:2.691087907
0:0:2.161009748 0:0:2.539846771
