0:0:1.328827468 0:0:1.677104793
0:0:1.375962343 0:0:1.724159901
0:0:1.323220575 0:0:1.670499508
0:0:1.375300398 0:0:1.720513899
0:0:1.332303423 0:0:1.678536519
0:0:1.373325071 0:0:1.725551754
0:0:1.322170168 0:0:1.672849567
0:0:1.357760617 0:0:1.704458413
0:0:1.518345406 0:0:1.867031406
0:0:1.381639632 0:0:1.730266131
