0:0:1.609576673 0:0:1.970267015
0:0:1.599856148 0:0:1.963257755
0:0:1.618110748 0:0:1.977418608
0:0:1.923818765 0:0:2.283061556
0:0:2.235755847 0:0:2.597541455
0:0:1.967941468 0:0:2.330250483
0:0:2.130282811 0:0:2.489313803
0:0:2.109977148 0:0:2.470277649
0:0:2.140342583 0:0:2.500178206
0:0:2.330121307 0:0:2.691165307
