0:0:3.837134192 0:0:4.269786060
0:0:3.998865520 0:0:4.420577802
0:0:4.126823778 0:0:4.554432010
0:0:4.009649332 0:0:4.434620848
0:0:3.915716457 0:0:4.337528893
0:0:4.078610333 0:0:4.502595683
0:0:3.946231038 0:0:4.367882788
0:0:3.939466902 0:0:4.361784924
0:0:3.792312062 0:0:4.221012970
0:0:5.711149634 0:0:6.132872969
