0:0:3.410049005 0:0:3.639024679
0:0:3.155600777 0:0:3.391103110
0:0:2.852511924 0:0:3.086761975
0:0:2.890511477 0:0:3.121425894
0:0:2.873293277 0:0:3.108032869
0:0:2.936470740 0:0:3.167531047
0:0:2.891589464 0:0:3.149916635
0:0:3.188285574 0:0:3.423052275
0:0:2.914892859 0:0:3.148695569
0:0:2.883328871 0:0:3.118978431


0:0:4.140418974 0:0:4.371733013
0:0:4.194981256 0:0:4.423428226
0:0:4.181362103 0:0:4.412114561
0:0:4.394934108 0:0:4.627978718
