0:0:2.648172286 0:0:3.032699456
0:0:2.578650019 0:0:2.960899724
0:0:2.930271931 0:0:3.311708695
0:0:2.543104376 0:0:2.927715451
0:0:2.367168332 0:0:2.747945051
0:0:2.992559890 0:0:3.379412649
0:0:2.623372069 0:0:3.006496092
0:0:2.340180985 0:0:2.722556014
0:0:2.363691402 0:0:2.747260258
0:0:2.488814555 0:0:2.871783181
