0:0:2.583212175 0:0:2.958217366
0:0:1.998665299 0:0:2.371838539
0:0:1.988221390 0:0:2.366655064
0:0:2.082091943 0:0:2.460151269
0:0:2.037237719 0:0:2.424342183
0:0:1.958931961 0:0:2.337595270
0:0:2.009861991 0:0:2.388135853
0:0:2.233269906 0:0:2.607392515
0:0:2.167881477 0:0:2.542587122
0:0:2.031566050 0:0:2.406582349
