0:0:1.285099515 0:0:1.622519747
0:0:1.262706476 0:0:1.609484462
0:0:1.265810258 0:0:1.609654918
0:0:1.272469441 0:0:1.614991464
0:0:1.316245081 0:0:1.659109339
0:0:1.296337522 0:0:1.642079144
0:0:2.561351376 0:0:2.904622261
0:0:2.293392107 0:0:2.635695345
0:0:2.209481421 0:0:2.556269758
0:0:2.082656690 0:0:2.424307324
