0:0:1.257826791 0:0:1.423749703
0:0:1.139749447 0:0:1.298875995
0:0:1.145262849 0:0:1.311076587
0:0:1.279824424 0:0:1.446531906
0:0:1.145219436 0:0:1.313901062
0:0:1.350625224 0:0:1.510260995
0:0:1.289469110 0:0:1.453880021
0:0:1.169462677 0:0:1.335223010
0:0:1.157179335 0:0:1.317603794
0:0:1.277705584 0:0:1.442533866


0:0:1.708704895 0:0:1.870287570
0:0:1.564585424 0:0:1.720673390
0:0:2.268534004 0:0:2.432039550
0:0:2.894345067 0:0:3.049129408
