0:0:2.780079821 0:0:3.163121617
0:0:2.183704893 0:0:2.563033562
0:0:2.205726111 0:0:2.590187419
0:0:2.119951966 0:0:2.498486043
0:0:2.178921457 0:0:2.561479301
0:0:2.321051490 0:0:2.702829174
0:0:2.167738240 0:0:2.546901237
0:0:2.496300944 0:0:2.881077260
0:0:2.377386907 0:0:2.760627852
0:0:2.196512089 0:0:2.575690737
