0:0:1.261589537 0:0:1.606769291
0:0:1.278167411 0:0:1.624609369
0:0:1.256142074 0:0:1.603935344
0:0:1.467149648 0:0:1.818964224
0:0:1.409344161 0:0:1.753387142
0:0:1.346234187 0:0:1.689506766
0:0:1.261862950 0:0:1.606787384
0:0:1.252457618 0:0:1.598772939
0:0:1.339466877 0:0:1.683275420
0:0:1.270038410 0:0:1.617300098
