0:0:1.925942068 0:0:2.125846862
0:0:2.025999451 0:0:2.228263627
0:0:1.905668379 0:0:2.108439318
0:0:1.982188897 0:0:2.187375963
0:0:1.931490159 0:0:2.127959927
0:0:2.049749440 0:0:2.251246069
0:0:1.912585686 0:0:2.114020285
0:0:2.034012758 0:0:2.233588470
0:0:1.943890265 0:0:2.144900541
0:0:2.047536524 0:0:2.256123455


0:0:2.631951368 0:0:2.825475524
0:0:2.926562944 0:0:3.122437947
0:0:2.844761512 0:0:3.042090605
0:0:2.912448604 0:0:3.110309219
