0:0:4.520279172 0:0:4.781621295
0:0:1.456176721 0:0:1.713579754
0:0:1.561539520 0:0:1.823744204
0:0:1.334695606 0:0:1.591735737
0:0:1.323281011 0:0:1.583028476
0:0:1.559044801 0:0:1.819094521
0:0:1.514289116 0:0:1.769661382
0:0:1.412095403 0:0:1.669155410
0:0:1.354014686 0:0:1.612555719
0:0:1.342539258 0:0:1.598639036
