0:0:1.295001954 0:0:1.645275763
0:0:1.343195319 0:0:1.696335182
0:0:1.296078136 0:0:1.642409699
0:0:1.462066597 0:0:1.817967504
0:0:1.518405484 0:0:1.866790478
0:0:1.387766061 0:0:1.738717749
0:0:1.326915565 0:0:1.676225297
0:0:1.312619239 0:0:1.661752552
0:0:1.321746032 0:0:1.672975213
0:0:1.324354653 0:0:1.673319577
