0:0:1.209553043 0:0:1.378437569
0:0:1.247595198 0:0:1.418329303
0:0:1.354590585 0:0:1.522877632
0:0:1.193656513 0:0:1.368444019
0:0:1.192592267 0:0:1.366234107
0:0:2.782308718 0:0:2.952148790
0:0:2.308314902 0:0:2.482931592
0:0:2.208118628 0:0:2.381116501
0:0:2.175791433 0:0:2.341006273
0:0:2.736201252 0:0:2.909191845


0:0:1.795630320 0:0:1.962481831
0:0:1.706897497 0:0:1.880902301
0:0:2.030628370 0:0:2.201509502
0:0:2.285210290 0:0:2.460239921
