0:0:3.334842826 0:0:4.777014594
0:0:3.752681477 0:0:4.254433571
0:0:2.057819360 0:0:4.791646288
0:0:2.061546334 0:0:3.911447708
0:0:1.863808880 0:0:3.936636514
0:0:2.593679805 0:0:5.143306563
0:0:2.100179554 0:0:5.272177012
0:0:1.949063031 0:0:5.208851833
0:0:2.020095646 0:0:5.645690811
0:0:1.919575234 0:0:5.655856310
