0:0:1.324532645 0:0:1.491169537
0:0:1.307358584 0:0:1.441116498
0:0:1.356245616 0:0:1.495498377
0:0:1.313840855 0:0:1.441251285
0:0:1.362107297 0:0:1.509276516
0:0:1.332621539 0:0:1.457162276
0:0:1.667867761
0:0:1.396988650 0:0:1.575417167
0:0:1.409572057 0:0:1.541475184
0:0:1.424111481 0:0:1.558435802
