0:0:1.241580362 0:0:1.384667898
0:0:1.238270676 0:0:1.396431018
0:0:1.223469595 0:0:1.351453361
0:0:1.240204690 0:0:1.383787266
0:0:1.220504260 0:0:1.341324429
0:0:1.387876940 0:0:1.576416390
0:0:1.350871601 0:0:1.616436284
0:0:1.247129022 0:0:1.386513133
0:0:1.255347519 0:0:1.405547674
0:0:1.232625923 0:0:1.383049819
