0:0:1.203266116 0:0:2.000512877
0:0:1.209200262 0:0:1.342457565
0:0:1.156179452 0:0:1.316516167
0:0:1.201152127 0:0:1.286059755
0:0:1.176416612 0:0:1.266907276
0:0:1.150971878 0:0:1.230132771
0:0:1.224536769 0:0:1.354661526
0:0:1.143387503 0:0:1.309299063
0:0:1.156850165 0:0:1.296501936
0:0:1.170278463 0:0:1.242223339
