0:0:3.474104720 0:0:8.037957449
0:0:4.006986697 0:0:8.150656432
0:0:3.698401299 0:0:7.764363799
0:0:3.446982595 0:0:8.171060981
0:0:4.143583411 0:0:7.803842530
0:0:5.226541569 0:0:9.657544324
0:0:4.477904574 0:0:9.474801433
0:0:4.119779374 0:0:8.002421313
0:0:4.000286210 0:0:7.974299775
0:0:4.019667597 0:0:7.996438524
