0:0:16.061958562 0:0:30.700629095
0:0:25.197077997 0:0:39.814272749
0:0:17.189629436 0:0:29.893339076
0:0:22.927310755 0:0:35.451426679
0:0:13.745472913 0:0:29.157455582
0:0:25.984089887 0:0:38.234629206
0:0:17.023737412 0:0:31.188482657
0:0:23.369058878 0:0:37.339599767
0:0:17.161127239 0:0:30.329283229
0:0:22.912770556 0:0:35.149219785
