0:0:1.314502077 0:0:1.395234926
0:0:1.338229441 0:0:1.420045639
0:0:1.299674581 0:0:1.412565825
0:0:1.349015284 0:0:1.401809476
0:0:1.326549495 0:0:1.412090774
0:0:1.317789283 0:0:1.397240280
0:0:1.317179554 0:0:1.401231600
0:0:1.333388944 0:0:1.420004068
0:0:1.305420483 0:0:1.385393297
0:0:1.330523249 0:0:1.409183621
