0:0:1.777440073 0:0:2.028317062
0:0:1.743042969 0:0:2.012599233
0:0:1.910847600 0:0:2.248132935
0:0:1.675389701 0:0:1.956496779
0:0:1.565145940 0:0:2.064095247
0:0:1.794412952 0:0:2.034297182
0:0:1.665557048 0:0:1.981278552
0:0:1.791618685 0:0:1.998265675
0:0:1.812858056 0:0:2.165327754
0:0:1.513034944 0:0:2.226184730
