0:0:1.570327795 0:0:1.944711293
0:0:1.552864661 0:0:1.851334651
0:0:1.673233742 0:0:2.261769414
0:0:1.798182583 0:0:2.329103807
0:0:1.619877053 0:0:1.894884567
0:0:1.558592127 0:0:2.013512177
0:0:1.563396780 0:0:2.023398649
0:0:1.542990528 0:0:1.853651009
0:0:1.583924787 0:0:1.878591703
0:0:1.621974992 0:0:1.975793139
