0:0:1.368869959 0:0:4.118547698
0:0:1.260959384 0:0:1.424357338
0:0:1.195328837 0:0:1.371886370
0:0:1.233305208 0:0:1.384823497
0:0:1.171177197 0:0:1.303000765
0:0:1.182750151 0:0:1.321713108
0:0:1.227166898 0:0:1.379492856
0:0:1.196479148 0:0:1.392506121
0:0:1.190876278 0:0:1.321702505
0:0:1.172180997 0:0:1.307529636
