0:0:1.328797337 0:0:1.552422621
0:0:1.352919617 0:0:1.623271545
0:0:1.439587200 0:0:1.754148061
0:0:1.329244690 0:0:1.483644914
0:0:1.536597513 0:0:1.842858881
0:0:1.396526944 0:0:2.235689742
0:0:1.332217594 0:0:1.491005365
0:0:1.293042956 0:0:1.480963356
0:0:1.331280895 0:0:1.494449104
0:0:1.356969054 0:0:1.545425199
