0:0:1.450085373 0:0:1.570087839
0:0:1.195719541 0:0:1.341527965
0:0:1.215408620 0:0:1.394365890
0:0:1.265051708 0:0:1.400919017
0:0:1.209836245 0:0:1.367620306
0:0:1.441485714
0:0:1.255377435 0:0:1.533301125
0:0:1.167637746 0:0:1.325682288
0:0:1.185979606 0:0:1.304698464
0:0:1.189102256 0:0:1.330535350
