0:0:2.163957828 0:0:2.533185701
0:0:2.175013564 0:0:2.512936361
0:0:2.223424506 0:0:2.463240184
0:0:2.139826736 0:0:2.468017988
0:0:2.302922755 0:0:2.601339682
0:0:2.483152894
0:0:2.341745714 0:0:2.626903817
0:0:2.074032752 0:0:2.511915744
0:0:2.266205200 0:0:2.501094090
0:0:2.275786290 0:0:2.478936969
