0:0:1.775884224 0:0:1.856574765
0:0:1.186076570 0:0:1.257208432
0:0:1.198490551 0:0:1.270930372
0:0:1.263484113 0:0:1.334190462
0:0:1.202507105 0:0:1.251808724
0:0:1.296903956 0:0:1.370687530
0:0:1.177220181 0:0:1.247667948
0:0:1.197215796 0:0:1.272222572
0:0:1.226074361 0:0:1.288246594
0:0:1.126423652 0:0:1.201693097
