0:0:3.228895297 0:0:4.000374361
0:0:3.197613228 0:0:3.793572341
0:0:2.387398417 0:0:3.982602037
0:0:2.007546841 0:0:3.801991734
0:0:2.337504362 0:0:3.826591906
0:0:3.094315255 0:0:3.864442001
0:0:3.034058353 0:0:3.849967737
0:0:1.496359760 0:0:3.842239531
0:0:3.343250030 0:0:3.906060828
0:0:2.963229341 0:0:3.887008563
