0:0:1.833369923 0:0:2.040399510
0:0:1.817972436 0:0:2.061954519
0:0:1.797763377 0:0:2.020583741
0:0:1.754454365 0:0:1.929282103
0:0:1.725089259 0:0:1.962996525
0:0:1.730400502 0:0:1.889435680
0:0:1.715661577 0:0:1.935432813
0:0:1.750509230 0:0:1.980359009
0:0:1.736618182 0:0:2.118505453
0:0:1.667286262 0:0:1.999869334
