0:0:3.367873832 0:0:9.312824570
0:0:3.922059454 0:0:9.173265790
0:0:3.052255268 0:0:8.722608137
0:0:6.413393172 0:0:10.905461923
0:0:3.597245899 0:0:8.505026573
0:0:3.100122410 0:0:8.698133289
0:0:2.925534629 0:0:8.344232942
0:0:3.144304660 0:0:7.890987087
0:0:3.209286737 0:0:8.301800372
0:0:3.128189413 0:0:9.101683818
