0:0:1.682199103 0:0:1.801359557
0:0:1.715764734 0:0:1.798271347
0:0:1.711083866 0:0:1.813114479
0:0:1.736456944 0:0:1.834302172
0:0:1.858429926 0:0:1.952396981
0:0:1.737963881 0:0:1.809948017
0:0:1.726815489 0:0:1.814000195
0:0:1.738488142 0:0:1.833557969
0:0:1.730996261 0:0:1.821958454
0:0:1.686272789 0:0:1.781022052
