0:0:2.484281973 0:0:4.124090662
0:0:2.402359300 0:0:4.030143742
0:0:2.598359709 0:0:4.035261743
0:0:2.558346074 0:0:3.718547664
0:0:2.575916797 0:0:4.207285633
0:0:2.660584213 0:0:4.232291696
0:0:2.470551593 0:0:4.032155732
0:0:2.559203959 0:0:4.035246827
0:0:2.839355893 0:0:4.294051443
0:0:2.775998953 0:0:4.718392991
