0:0:2.991182696 0:0:19.788808367
0:0:2.195446246 0:0:2.625210562
0:0:1.611022825 0:0:1.943578207
0:0:1.602210871 0:0:1.880613875
0:0:1.997758445 0:0:2.383938577
0:0:1.645926758 0:0:1.967351916
0:0:1.612946326 0:0:1.861609069
0:0:1.680177705 0:0:2.101975438
0:0:1.604123414 0:0:1.924543424
0:0:1.562512589 0:0:2.118353499
