0:0:2.137807780 0:0:2.565344891
0:0:2.060042991 0:0:2.916294775
0:0:1.847996124 0:0:2.283483883
0:0:1.802479823 0:0:2.321788605
0:0:1.863355983 0:0:2.209006830
0:0:1.839581742 0:0:2.286617085
0:0:1.781132245 0:0:2.290497795
0:0:1.742407730 0:0:2.265689313
0:0:1.781924023 0:0:2.468163215
0:0:1.827410636 0:0:2.485556285
