0:0:1.524954091 0:0:5.672412822
0:0:1.373569297 0:0:1.620671381
0:0:1.212998337 0:0:1.402590307
0:0:1.231176415 0:0:1.393364125
0:0:1.229091469 0:0:1.390373052
0:0:1.243354991 0:0:1.405015622
0:0:1.333020367 0:0:1.546289588
0:0:1.286412094 0:0:1.579629481
0:0:1.206176823 0:0:1.360215398
0:0:1.210556277 0:0:1.366421306
