0:0:2.124857364 0:0:2.922811289
0:0:1.968116215 0:0:2.978248505
0:0:1.941236894 0:0:3.031827264
0:0:2.064532324 0:0:2.925435582
0:0:1.989280824 0:0:3.126373889
0:0:1.958042919 0:0:2.926007476
0:0:1.959523681 0:0:3.043314805
0:0:1.838089340 0:0:2.839543876
0:0:1.978636777 0:0:3.058247597
0:0:2.001080896 0:0:3.087936045
