0:0:1.797667071 0:0:1.974527082
0:0:1.729097358 0:0:1.870038744
0:0:1.715997855 0:0:1.973385081
0:0:1.797202902 0:0:2.054879655
0:0:1.751570494 0:0:2.099425240
0:0:1.677364691 0:0:1.853707244
0:0:1.687653601 0:0:1.912633219
0:0:1.640842902 0:0:1.799099498
0:0:1.808513255 0:0:1.988727884
0:0:1.790813909 0:0:1.932523558
