0:0:1.372315379 0:0:1.480940654
0:0:1.347772052 0:0:1.471595651
0:0:1.336091195 0:0:1.467565752
0:0:1.336469051 0:0:1.486017697
0:0:1.303956525 0:0:1.434801607
0:0:1.306848671 0:0:1.501034434
0:0:1.294033752 0:0:1.435462496
0:0:1.322811576 0:0:1.473307056
0:0:1.301425048 0:0:1.423937334
0:0:1.333955307 0:0:1.444999202
