0:0:1.186642170 0:0:1.314373545
0:0:1.220238124 0:0:1.347979206
0:0:1.171886749 0:0:1.282126982
0:0:1.210186175 0:0:1.330978180
0:0:1.196069525 0:0:1.339122437
0:0:1.415525265
0:0:1.301559428 0:0:1.511200388
0:0:1.227082761 0:0:1.318426865
0:0:1.228258959 0:0:1.341738539
0:0:1.230843178 0:0:1.392408840
