0:0:1.269722468 0:0:2.254537739
0:0:1.215387052 0:0:1.354862911
0:0:1.169025568 0:0:1.294649535
0:0:1.152688984 0:0:1.272809539
0:0:1.230432971 0:0:1.384219456
0:0:1.149930052 0:0:1.250575975
0:0:1.220961480 0:0:1.435913555
0:0:1.188438974 0:0:1.358953912
0:0:1.147643243 0:0:1.264022009
0:0:1.164099861 0:0:1.229539936
