0:0:6.187844532 0:0:15.364876173
0:0:8.110324204 0:0:16.767754832
0:0:7.857017982 0:0:18.183644338
0:0:6.449413970 0:0:15.158632638
0:0:6.519107183 0:0:15.112792659
0:0:7.737670223 0:0:15.981089988
0:0:7.457134983 0:0:18.303289248
0:0:5.002128836 0:0:14.724225547
0:0:6.872797824 0:0:15.248140399
0:0:7.434029957 0:0:16.250878705
