0:0:1.154354621 0:0:1.249031998
0:0:1.195768278 0:0:1.359878995
0:0:1.173627001 0:0:1.271696303
0:0:1.173566540 0:0:1.273318338
0:0:1.210968453 0:0:1.315230741
0:0:1.171482060 0:0:1.260519017
0:0:1.257595625 0:0:1.400027095
0:0:1.275813317 0:0:1.693495763
0:0:1.204603574 0:0:1.348987161
0:0:1.216875012 0:0:1.388235766
