0:0:1.776183452 0:0:10.179948921
0:0:1.598160105 0:0:1.872740344
0:0:1.381095971 0:0:1.807071331
0:0:1.339876644 0:0:1.578886432
0:0:1.373627328 0:0:1.538711918
0:0:1.555367242 0:0:1.796003006
0:0:1.339715640 0:0:1.543322768
0:0:1.307008802 0:0:1.579672484
0:0:1.345992355 0:0:1.557033067
0:0:1.331021061 0:0:1.492775631
