0:0:2.191139977 0:0:4.851599279
0:0:2.467398924 0:0:4.951508850
0:0:2.713036234 0:0:4.890849754
0:0:3.649064920 0:0:5.568568375
0:0:2.231112228 0:0:4.869518390
0:0:2.125689952 0:0:4.838763377
0:0:2.140831631 0:0:4.866003412
0:0:2.311300530 0:0:4.958778737
0:0:2.078454009 0:0:4.755209163
0:0:2.085869303 0:0:4.470189702
