0:0:5.226302721 0:0:8.882424431
0:0:6.439491309 0:0:9.204392327
0:0:4.330444624 0:0:7.820991817
0:0:4.516772222 0:0:7.598683592
0:0:4.604508091 0:0:7.539687949
0:0:4.215208459 0:0:7.158676887
0:0:4.328812112 0:0:7.565406349
0:0:5.340176252 0:0:7.759171311
0:0:4.309569453 0:0:8.443626225
0:0:6.509292794 0:0:9.896965089
