0:0:1.891865450 0:0:3.313145926
0:0:2.600452248 0:0:3.463992884
0:0:1.886847041 0:0:3.683025507
0:0:1.708779345 0:0:3.747708961
0:0:1.670464371 0:0:3.288133471
0:0:1.774839801 0:0:3.237790227
0:0:1.636992980 0:0:2.977219631
0:0:1.843833586 0:0:2.971097091
0:0:2.055140772 0:0:3.335658839
0:0:2.051589194 0:0:2.996955057
