0:0:1.185097139 0:0:1.368496969
0:0:1.179849821 0:0:1.267588404
0:0:1.209621716 0:0:1.310050792
0:0:1.230014087 0:0:1.324031022
0:0:1.195892199 0:0:1.302068481
0:0:1.313393200 0:0:1.442520819
0:0:1.211669775 0:0:1.312301053
0:0:1.234949377 0:0:1.368439704
0:0:1.243151584 0:0:1.313634961
0:0:1.178364482 0:0:1.287730132
