0:0:1.766999227 0:0:1.858438646
0:0:1.599419337 0:0:1.828109968
0:0:1.763894594 0:0:1.875326455
0:0:1.771822176 0:0:1.906240460
0:0:1.731043736 0:0:1.807987768
0:0:1.756845318 0:0:1.857136717
0:0:1.637582851 0:0:1.831209025
0:0:1.747306354 0:0:1.844180686
0:0:1.741585839 0:0:1.845564536
0:0:1.721309308 0:0:1.816789218
