0:0:8.231310691 0:0:14.633340454
0:0:8.160675648 0:0:14.843162502
0:0:7.339676135 0:0:14.887131892
0:0:9.090552626 0:0:16.299409874
0:0:11.830010196 0:0:17.155480803
0:0:8.093671689 0:0:14.593900564
0:0:8.092168788 0:0:15.261437954
0:0:7.492691471 0:0:16.533039720
0:0:12.366469201 0:0:17.909940672
0:0:7.818085491 0:0:14.129285504
